 ________________________________
0.483021451, 0.99880145,b,
0.294478478, 0.976473574,b,
0.440461789, 0.003992331,a,
0.180911739, 0.24469102,b,
0.076559235, 0.332120158,b,
0.008546535, 0.52250688,b,
0.489339576, 0.384273972,b,
0.366769291, 0.509282339,b,
0.142100126, 0.661493651,b,
0.638598554, 0.033686221,a,
0.988636225, 0.711526776,a,
0.240485027, 0.069314816,b,
0.241478409, 0.622586682,b,
0.686653503, 0.991568349,b,
0.612649358, 0.761059779,b,
0.473138366, 0.166308699,a,
0.508119228, 0.01225581,a,
0.955690576, 0.666604359,a,
0.409465729, 0.790288181,b,
0.977720414, 0.183105066,a,
0.905967326, 0.568263203,a,
0.587963704, 0.457049596,a,
0.254671415, 0.643675061,b,
0.932292141, 0.53558812,a,
0.838500562, 0.592180318,a,
0.55041031, 0.995222391,b,
0.53423598, 0.631156433,b,
________________________________
0.483021451, 0.99880145,b,
0.294478478, 0.976473574,b,
0.440461789, 0.003992331,a,
0.180911739, 0.24469102,a,
0.076559235, 0.332120158,b,
0.008546535, 0.52250688,b,
0.489339576, 0.384273972,b,
0.366769291, 0.509282339,b,
0.142100126, 0.661493651,b,
0.638598554, 0.033686221,a,
0.988636225, 0.711526776,b,
0.240485027, 0.069314816,a,
0.241478409, 0.622586682,b,
0.686653503, 0.991568349,b,
0.612649358, 0.761059779,b,
0.473138366, 0.166308699,a,
0.508119228, 0.01225581,a,
0.955690576, 0.666604359,b,
0.409465729, 0.790288181,b,
0.977720414, 0.183105066,a,
0.905967326, 0.568263203,b,
0.587963704, 0.457049596,b,
0.254671415, 0.643675061,b,
0.932292141, 0.53558812,b,
0.838500562, 0.592180318,b,
0.55041031, 0.995222391,b,
0.53423598, 0.631156433,b,
________________________________
0.483021451, 0.99880145,b,
0.294478478, 0.976473574,b,
0.440461789, 0.003992331,a,
0.180911739, 0.24469102,a,
0.076559235, 0.332120158,a,
0.008546535, 0.52250688,b,
0.489339576, 0.384273972,b,
0.366769291, 0.509282339,b,
0.142100126, 0.661493651,b,
0.638598554, 0.033686221,b,
0.988636225, 0.711526776,b,
0.240485027, 0.069314816,a,
0.241478409, 0.622586682,b,
0.686653503, 0.991568349,b,
0.612649358, 0.761059779,b,
0.473138366, 0.166308699,b,
0.508119228, 0.01225581,a,
0.955690576, 0.666604359,b,
0.409465729, 0.790288181,b,
0.977720414, 0.183105066,b,
0.905967326, 0.568263203,b,
0.587963704, 0.457049596,b,
0.254671415, 0.643675061,b,
0.932292141, 0.53558812,b,
0.838500562, 0.592180318,b,
0.55041031, 0.995222391,b,
0.53423598, 0.631156433,b,
________________________________
0.483021451, 0.99880145,b,
0.294478478, 0.976473574,b,
0.440461789, 0.003992331,a,
0.180911739, 0.24469102,a,
0.076559235, 0.332120158,a,
0.008546535, 0.52250688,b,
0.489339576, 0.384273972,b,
0.366769291, 0.509282339,b,
0.142100126, 0.661493651,b,
0.638598554, 0.033686221,b,
0.988636225, 0.711526776,b,
0.240485027, 0.069314816,a,
0.241478409, 0.622586682,b,
0.686653503, 0.991568349,b,
0.612649358, 0.761059779,b,
0.473138366, 0.166308699,b,
0.508119228, 0.01225581,b,
0.955690576, 0.666604359,b,
0.409465729, 0.790288181,b,
0.977720414, 0.183105066,b,
0.905967326, 0.568263203,b,
0.587963704, 0.457049596,b,
0.254671415, 0.643675061,b,
0.932292141, 0.53558812,b,
0.838500562, 0.592180318,b,
0.55041031, 0.995222391,b,
0.53423598, 0.631156433,b,
________________________________
0.483021451, 0.99880145,b,
0.294478478, 0.976473574,b,
0.440461789, 0.003992331,a,
0.180911739, 0.24469102,a,
