2.011319809,1.613742141
1.597469648,2.738587256
1.660682524,1.742030242
2.085105847,2.515960573
1.957649103,2.779575207
1.848699095,1.901477222
2.19013387,0.894237134
2.635201305,2.584278029
3.275537515,1.768462768
2.440945124,0.875592401
1.962158468,1.981795792
1.878086891,3.081811876
1.896201391,0.911036203
2.376710847,2.373756141
1.45890733,2.096815192
1.592042974,2.242662684
2.188371301,1.413113301
2.034859398,1.639230004
2.156010264,2.601711249
1.966357891,1.22930197
2.330204906,3.0977902
1.493439215,2.15525569
1.91935073,1.739172568
1.566915038,1.765614305
2.121771162,2.498329307
2.16404647,0.639790839
1.990410361,2.937447667
2.067432355,2.334882774
2.000291149,1.822764979
0.998180431,1.975210592
